repository,stars,age_years,primary_language,llm_coauthor_commits,commits_scanned,python_file_count,total_sloc,eligible,rejection_reason,star_bucket,scanned_at,has_ai_config
mahmoud/boltons,6889,13.3,Python,0,1611,33,13252,False,sem co-autoria LLM e sem arquivos de config nos últimos 1611 commits,3000-9999,2026-05-24T14:37:28Z,False
google-research/arxiv-latex-cleaner,6860,7.4,Python,0,176,6,1094,False,sem co-autoria LLM e sem arquivos de config nos últimos 176 commits,3000-9999,2026-05-24T14:38:08Z,False
deepspeedai/DeepSpeedExamples,6818,6.3,Python,0,348,269,62422,False,sem co-autoria LLM e sem arquivos de config nos últimos 348 commits,3000-9999,2026-05-24T14:38:15Z,False
pallets/werkzeug,6861,15.6,Python,0,2500,52,16829,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:37:37Z,False
yenchenlin/DeepLearningFlappyBird,6804,10.2,Python,0,59,3,365,False,sem co-autoria LLM e sem arquivos de config nos últimos 59 commits,3000-9999,2026-05-24T14:38:49Z,False
joeyespo/grip,6796,13.5,Python,0,586,18,1428,False,sem co-autoria LLM e sem arquivos de config nos últimos 586 commits,3000-9999,2026-05-24T14:38:59Z,False
robinhood/faust,6825,9.2,Python,0,2500,340,48574,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:38:11Z,False
NicolasHug/Surprise,6784,9.6,Python,0,659,20,2736,False,sem co-autoria LLM e sem arquivos de config nos últimos 659 commits,3000-9999,2026-05-24T14:39:15Z,False
worldveil/dejavu,6756,12.5,Python,0,146,23,1739,False,sem co-autoria LLM e sem arquivos de config nos últimos 146 commits,3000-9999,2026-05-24T14:39:29Z,False
django-extensions/django-extensions,6806,17.2,Python,0,2500,106,12864,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:38:44Z,False
pyeve/eve,6738,13.6,Python,0,2500,29,7374,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:39:43Z,False
deepchem/deepchem,6753,10.7,Python,0,2500,432,126347,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:39:35Z,False
lancopku/pkuseg-python,6706,7.8,Python,0,200,14,1522,False,sem co-autoria LLM e sem arquivos de config nos últimos 200 commits,3000-9999,2026-05-24T14:41:30Z,False
aws/aws-sam-cli,6716,9.0,Python,0,2500,642,69520,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:39:55Z,False
clearml/clearml,6709,7.0,Python,0,2500,274,207822,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:40:53Z,False
python-pendulum/pendulum,6672,9.9,Python,0,904,117,11653,False,sem co-autoria LLM e sem arquivos de config nos últimos 904 commits,3000-9999,2026-05-24T14:41:54Z,False
wzdnzd/aggregator,6671,7.0,Python,0,368,36,13373,False,sem co-autoria LLM e sem arquivos de config nos últimos 368 commits,3000-9999,2026-05-24T14:42:09Z,False
isnowfy/snownlp,6625,12.5,Python,0,57,23,4252,False,sem co-autoria LLM e sem arquivos de config nos últimos 57 commits,3000-9999,2026-05-24T14:42:45Z,False
simple-login/app,6680,6.4,Python,0,2500,271,30170,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:41:38Z,False
newsapps/beeswithmachineguns,6625,15.9,Python,0,249,4,1263,False,sem co-autoria LLM e sem arquivos de config nos últimos 249 commits,3000-9999,2026-05-24T14:42:54Z,False
CTFd/CTFd,6671,11.4,Python,1,5,179,17843,True,,3000-9999,2026-05-24T14:42:24Z,False
piku/piku,6586,10.2,Python,0,795,3,2747,False,sem co-autoria LLM e sem arquivos de config nos últimos 795 commits,3000-9999,2026-05-24T14:43:24Z,False
guofei9987/scikit-opt,6575,8.5,Python,0,345,23,1646,False,sem co-autoria LLM e sem arquivos de config nos últimos 345 commits,3000-9999,2026-05-24T14:43:46Z,False
xinntao/ESRGAN,6553,7.7,Python,0,61,4,146,False,sem co-autoria LLM e sem arquivos de config nos últimos 61 commits,3000-9999,2026-05-24T14:43:57Z,False
django-oscar/django-oscar,6600,15.5,Python,0,2500,327,27847,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:42:57Z,False
ticarpi/jwt_tool,6547,9.3,Python,0,83,1,2051,False,sem co-autoria LLM e sem arquivos de config nos últimos 83 commits,3000-9999,2026-05-24T14:44:34Z,False
pre-commit/pre-commit-hooks,6543,12.2,Python,0,1200,34,1728,False,sem co-autoria LLM e sem arquivos de config nos últimos 1200 commits,3000-9999,2026-05-24T14:44:39Z,False
codertimo/BERT-pytorch,6534,7.6,Python,0,64,27,717,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:45:10Z,True
VeNoMouS/cloudscraper,6533,7.1,Python,0,316,27,3673,False,sem co-autoria LLM e sem arquivos de config nos últimos 316 commits,3000-9999,2026-05-24T14:45:15Z,False
brython-dev/brython,6592,11.7,Python,0,2500,601,177844,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:43:03Z,False
ibis-project/ibis,6551,11.1,Python,0,2500,186,74945,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:44:01Z,False
lebinh/ngxtop,6526,12.2,Python,0,49,5,644,False,sem co-autoria LLM e sem arquivos de config nos últimos 49 commits,3000-9999,2026-05-24T14:45:43Z,False
pytransitions/transitions,6529,11.6,Python,0,1130,20,4804,False,sem co-autoria LLM e sem arquivos de config nos últimos 1130 commits,3000-9999,2026-05-24T14:45:41Z,False
QingdaoU/OnlineJudge,6531,10.8,Python,0,1933,103,6526,False,sem co-autoria LLM e sem arquivos de config nos últimos 1933 commits,3000-9999,2026-05-24T14:45:26Z,False
google-research/text-to-text-transfer-transformer,6520,6.6,Python,0,603,43,10626,False,sem co-autoria LLM e sem arquivos de config nos últimos 603 commits,3000-9999,2026-05-24T14:46:13Z,False
xmendez/wfuzz,6490,11.6,Python,0,1157,112,10043,False,sem co-autoria LLM e sem arquivos de config nos últimos 1157 commits,3000-9999,2026-05-24T14:46:33Z,False
scikit-image/scikit-image,6520,14.9,Python,0,2500,237,50597,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:45:48Z,False
mesonbuild/meson,6518,12.0,Python,0,2500,529,95937,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:46:20Z,False
infobyte/faraday,6487,12.6,Python,0,2500,121,21625,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:47:08Z,True
nteract/papermill,6447,8.9,Python,1,13,18,2595,True,,3000-9999,2026-05-24T14:48:28Z,False
Tautulli/Tautulli,6485,11.3,Python,1,128,1662,450642,True,,3000-9999,2026-05-24T14:47:11Z,False
shibing624/pycorrector,6444,8.2,Python,0,953,56,15321,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:48:57Z,True
rtqichen/torchdiffeq,6431,7.5,Python,0,257,20,1893,False,sem co-autoria LLM e sem arquivos de config nos últimos 257 commits,3000-9999,2026-05-24T14:49:31Z,False
StackStorm/st2,6474,12.1,Python,0,2500,908,72054,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:48:16Z,False
gevent/gevent,6440,13.7,Python,0,2500,214,176797,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:49:17Z,False
kuangliu/pytorch-cifar,6392,9.3,Python,0,78,21,1808,False,sem co-autoria LLM e sem arquivos de config nos últimos 78 commits,3000-9999,2026-05-24T14:50:40Z,False
ricequant/rqalpha,6415,9.8,Python,0,2500,124,15916,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:49:42Z,False
DEAP/deap,6401,12.0,Python,0,2366,22,5997,False,sem co-autoria LLM e sem arquivos de config nos últimos 2366 commits,3000-9999,2026-05-24T14:50:00Z,False
davidteather/TikTok-Api,6371,7.0,Python,0,796,35,3545,False,sem co-autoria LLM e sem arquivos de config nos últimos 796 commits,3000-9999,2026-05-24T14:51:04Z,False
wireservice/csvkit,6375,15.2,Python,0,2065,23,2659,False,sem co-autoria LLM e sem arquivos de config nos últimos 2065 commits,3000-9999,2026-05-24T14:50:55Z,False
EnableSecurity/wafw00f,6356,12.0,Python,0,913,180,3277,False,sem co-autoria LLM e sem arquivos de config nos últimos 913 commits,3000-9999,2026-05-24T14:51:51Z,False
Flagsmith/flagsmith,6378,8.0,Python,1,403,745,43496,True,,3000-9999,2026-05-24T14:50:45Z,False
cowrie/cowrie,6368,11.0,Python,1,174,195,25287,True,,3000-9999,2026-05-24T14:51:28Z,False
snare/voltron,6347,12.9,Python,0,629,44,6115,False,sem co-autoria LLM e sem arquivos de config nos últimos 629 commits,3000-9999,2026-05-24T14:52:40Z,False
django/channels,6352,11.0,Python,0,1371,20,1545,False,sem co-autoria LLM e sem arquivos de config nos últimos 1371 commits,3000-9999,2026-05-24T14:52:32Z,False
madmaze/pytesseract,6341,15.6,Python,0,638,3,533,False,sem co-autoria LLM e sem arquivos de config nos últimos 638 commits,3000-9999,2026-05-24T14:53:00Z,False
numenta/nupic-legacy,6352,13.1,Python,0,2500,183,45919,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:52:19Z,False
espressif/esptool,6340,11.7,Python,0,1599,124,27739,False,sem co-autoria LLM e sem arquivos de config nos últimos 1599 commits,3000-9999,2026-05-24T14:53:10Z,False
KevinMusgrave/pytorch-metric-learning,6322,6.6,Python,0,1309,115,7208,False,sem co-autoria LLM e sem arquivos de config nos últimos 1309 commits,3000-9999,2026-05-24T14:53:17Z,False
yadm-dev/yadm,6299,10.9,Python,0,726,0,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 726 commits,3000-9999,2026-05-24T14:53:46Z,False
SmirkCao/Lihang,6295,7.9,Python,0,543,35,3069,False,sem co-autoria LLM e sem arquivos de config nos últimos 543 commits,3000-9999,2026-05-24T14:53:58Z,False
chyroc/WechatSogou,6286,10.0,Python,0,245,11,1490,False,sem co-autoria LLM e sem arquivos de config nos últimos 245 commits,3000-9999,2026-05-24T14:54:14Z,False
b-ryan/powerline-shell,6294,13.7,Python,0,588,44,1779,False,sem co-autoria LLM e sem arquivos de config nos últimos 588 commits,3000-9999,2026-05-24T14:54:06Z,False
Hironsan/BossSensor,6280,9.9,Python,0,61,4,233,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:54:24Z,True
rsalmei/alive-progress,6281,6.8,Python,0,726,31,2618,False,sem co-autoria LLM e sem arquivos de config nos últimos 726 commits,3000-9999,2026-05-24T14:54:23Z,False
ufoym/deepo,6277,8.6,Python,0,148,28,730,False,sem co-autoria LLM e sem arquivos de config nos últimos 148 commits,3000-9999,2026-05-24T14:54:49Z,False
tensortrade-org/tensortrade,6279,6.8,Python,0,1093,93,7566,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:54:29Z,True
tensorpack/tensorpack,6290,10.4,Python,0,2500,141,19925,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:54:07Z,False
s0md3v/Arjun,6231,8.2,Python,0,244,20,1107,False,sem co-autoria LLM e sem arquivos de config nos últimos 244 commits,3000-9999,2026-05-24T14:55:17Z,False
qbittorrent/search-plugins,6229,8.9,Python,0,215,10,855,False,sem co-autoria LLM e sem arquivos de config nos últimos 215 commits,3000-9999,2026-05-24T14:55:27Z,False
reorx/httpstat,6211,9.7,Python,0,106,1,443,False,sem co-autoria LLM e sem arquivos de config nos últimos 106 commits,3000-9999,2026-05-24T14:55:36Z,False
Python3WebSpider/ProxyPool,6210,8.9,Python,0,200,42,1403,False,sem co-autoria LLM e sem arquivos de config nos últimos 200 commits,3000-9999,2026-05-24T14:55:41Z,False
zihangdai/xlnet,6175,6.9,Python,0,35,16,7877,False,sem co-autoria LLM e sem arquivos de config nos últimos 35 commits,3000-9999,2026-05-24T14:55:50Z,False
tkarras/progressive_growing_of_gans,6162,8.6,Python,0,37,15,2905,False,sem co-autoria LLM e sem arquivos de config nos últimos 37 commits,3000-9999,2026-05-24T14:55:54Z,False
tyiannak/pyAudioAnalysis,6242,11.7,Python,0,782,16,3934,False,sem co-autoria LLM e sem arquivos de config nos últimos 782 commits,3000-9999,2026-05-24T14:55:11Z,False
thunil/TecoGAN,6142,7.2,Python,0,24,16,3421,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T14:56:05Z,True
shadowsocksr-backup/shadowsocksr,6142,8.8,Python,0,719,30,5450,False,sem co-autoria LLM e sem arquivos de config nos últimos 719 commits,3000-9999,2026-05-24T14:56:13Z,False
thtrieu/darkflow,6141,9.8,Python,0,543,39,2554,False,sem co-autoria LLM e sem arquivos de config nos últimos 543 commits,3000-9999,2026-05-24T14:56:34Z,False
fastapi-users/fastapi-users,6140,6.6,Python,0,817,36,2596,False,sem co-autoria LLM e sem arquivos de config nos últimos 817 commits,3000-9999,2026-05-24T14:56:52Z,False
aymericdamien/TopDeepLearning,6139,10.1,Python,0,31,1,120,False,sem co-autoria LLM e sem arquivos de config nos últimos 31 commits,3000-9999,2026-05-24T14:57:19Z,False
nwojke/deep_sort,6138,9.3,Python,0,38,18,2032,False,sem co-autoria LLM e sem arquivos de config nos últimos 38 commits,3000-9999,2026-05-24T14:57:22Z,False
crytic/slither,6260,7.7,Python,0,2500,541,57394,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:54:55Z,False
PaddlePaddle/PaddleX,6147,6.2,Python,0,2500,1228,145291,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:55:58Z,False
taki0112/UGATIT,6125,6.8,Python,0,50,4,805,False,sem co-autoria LLM e sem arquivos de config nos últimos 50 commits,3000-9999,2026-05-24T14:58:19Z,False
longld/peda,6122,13.8,Python,0,119,7,7145,False,sem co-autoria LLM e sem arquivos de config nos últimos 119 commits,3000-9999,2026-05-24T14:58:23Z,False
chineseocr/chineseocr,6114,8.1,Python,0,86,32,2751,False,sem co-autoria LLM e sem arquivos de config nos últimos 86 commits,3000-9999,2026-05-24T14:58:29Z,False
aimhubio/aim,6126,7.0,Python,0,2265,266,22438,False,sem co-autoria LLM e sem arquivos de config nos últimos 2265 commits,3000-9999,2026-05-24T14:57:35Z,False
wger-project/wger,6133,13.3,Python,0,2500,356,25356,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:57:27Z,False
containers/podman-compose,6082,7.2,Python,0,1257,1,4027,False,sem co-autoria LLM e sem arquivos de config nos últimos 1257 commits,3000-9999,2026-05-24T14:58:56Z,False
OpenDroneMap/ODM,6108,11.7,Python,0,2500,125,15543,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:58:34Z,False
xiaolai/regular-investing-in-box,6107,6.9,Python,0,2500,4,229,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:58:53Z,False
argosopentech/argos-translate,6066,6.1,Python,0,836,17,2374,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T15:00:35Z,True
reddelexc/hackerone-reports,6063,7.1,Python,0,151,4,329,False,sem co-autoria LLM e sem arquivos de config nos últimos 151 commits,3000-9999,2026-05-24T15:01:00Z,False
androguard/androguard,6075,11.7,Python,0,2441,50,25428,False,sem co-autoria LLM e sem arquivos de config nos últimos 2441 commits,3000-9999,2026-05-24T14:59:47Z,False
FederatedAI/FATE,6076,7.3,Python,0,2500,444,45674,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T14:59:36Z,False
nuno-faria/tiler,6040,6.7,Python,0,16,3,212,False,sem co-autoria LLM e sem arquivos de config nos últimos 16 commits,3000-9999,2026-05-24T15:01:16Z,False
pallets-eco/flask-admin,6059,14.2,Python,1,262,78,15678,True,,3000-9999,2026-05-24T15:01:12Z,False
yenchenlin/nerf-pytorch,6028,6.1,Python,0,31,6,1257,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T15:02:48Z,True
pywinauto/pywinauto,6036,11.0,Python,0,2500,87,40102,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:01:27Z,False
adbar/trafilatura,6000,7.1,Python,0,1599,21,5996,False,sem co-autoria LLM e sem arquivos de config nos últimos 1599 commits,3000-9999,2026-05-24T15:02:53Z,False
AutoRecon/AutoRecon,5996,7.2,Python,0,297,91,3452,False,sem co-autoria LLM e sem arquivos de config nos últimos 297 commits,3000-9999,2026-05-24T15:03:56Z,False
Trusted-AI/adversarial-robustness-toolbox,5997,8.2,Python,0,2500,368,64758,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:02:57Z,False
cloud-custodian/cloud-custodian,5988,10.2,Python,1,80,803,137567,True,,3000-9999,2026-05-24T15:04:10Z,False
Drakkar-Software/OctoBot,5979,8.2,Python,0,2500,1795,177514,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:05:25Z,False
snorkel-team/snorkel,5967,10.2,Python,0,2500,85,6477,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T15:07:09Z,True
Abdess/retrobios,6046,6.1,Python,0,500,58,20133,False,sem co-autoria LLM e sem arquivos de config nos últimos 500 commits,3000-9999,2026-05-24T15:01:12Z,False
Dman95/SASM,5962,13.0,Python,0,390,155,38369,False,sem co-autoria LLM e sem arquivos de config nos últimos 390 commits,3000-9999,2026-05-24T15:08:37Z,False
p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch,5937,7.7,Python,0,492,69,6215,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T15:09:03Z,True
Mebus/cupp,5930,14.1,Python,0,85,2,969,False,sem co-autoria LLM e sem arquivos de config nos últimos 85 commits,3000-9999,2026-05-24T15:09:21Z,False
coleifer/huey,5958,14.6,Python,0,1121,27,4113,False,sem co-autoria LLM e sem arquivos de config nos últimos 1121 commits,3000-9999,2026-05-24T15:08:56Z,False
twisted/twisted,5966,14.9,Python,0,2500,456,131373,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:08:19Z,False
dmlc/gluon-cv,5921,8.2,Python,0,900,510,93628,False,sem co-autoria LLM e sem arquivos de config nos últimos 900 commits,3000-9999,2026-05-24T15:09:30Z,False
qilingframework/qiling,5928,6.8,Python,0,2500,503,76338,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:09:26Z,False
openstack/openstack,5919,12.6,Python,0,2500,1,42,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:09:57Z,False
webpy/webpy,5918,17.7,Python,0,1086,20,7533,False,sem co-autoria LLM e sem arquivos de config nos últimos 1086 commits,3000-9999,2026-05-24T15:10:56Z,False
chainer/chainer,5918,11.0,Python,0,2500,517,75205,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:10:19Z,False
Shougo/deoplete.nvim,5912,11.5,Python,0,2067,41,2435,False,sem co-autoria LLM e sem arquivos de config nos últimos 2067 commits,3000-9999,2026-05-24T15:11:13Z,False
r0x0r/pywebview,5894,11.5,Python,0,2443,44,8858,False,sem co-autoria LLM e sem arquivos de config nos últimos 2443 commits,3000-9999,2026-05-24T15:11:30Z,False
lark-parser/lark,5890,9.3,Python,0,2103,35,6912,False,sem co-autoria LLM e sem arquivos de config nos últimos 2103 commits,3000-9999,2026-05-24T15:12:10Z,False
dpkp/kafka-python,5893,13.7,Python,0,2500,227,28991,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T15:11:55Z,False
WeblateOrg/weblate,5888,14.2,Python,0,0,579,147085,False,sem co-autoria LLM e sem arquivos de config nos últimos 0 commits,3000-9999,2026-05-24T15:12:41Z,False
