Repositorio,Status,Tamanho_Arquivos,Tamanho_Linhas_Adicionadas,Tamanho_Linhas_Removidas,Tempo_Analise_Horas,Descricao_Caracteres,Interacoes_Participantes,Interacoes_Comentarios,Revisoes
denoland/deno,MERGED,3,70,32,16.14,1645,2,0,3
denoland/deno,MERGED,12,1516,643,70.23,4476,3,3,5
denoland/deno,MERGED,1,2,1,82.97,494,4,1,2
denoland/deno,MERGED,9,475,200,13.34,1617,2,1,4
denoland/deno,MERGED,2,1,131,1.46,915,2,0,1
denoland/deno,MERGED,11,69,8,95.88,533,2,0,2
denoland/deno,MERGED,23,2321,956,92.55,5432,2,0,3
denoland/deno,MERGED,15,1168,0,3.97,3893,2,0,6
denoland/deno,MERGED,17,88,15,2.85,2312,2,0,1
denoland/deno,CLOSED,13,479,484,174.88,1243,2,2,1
denoland/deno,MERGED,2,43,0,128.32,1682,3,0,3
denoland/deno,MERGED,19,342,60,15.17,1235,2,1,8
denoland/deno,CLOSED,9,982,885,304.96,1380,2,2,1
denoland/deno,MERGED,1,69,4,1.38,828,2,0,1
denoland/deno,CLOSED,2,15,8,1.4,0,2,0,4
denoland/deno,MERGED,4,217,106,15.43,688,2,0,5
denoland/deno,MERGED,11,292,151,8.89,1054,2,1,9
denoland/deno,MERGED,121,746,5706,6.51,1176,2,0,1
denoland/deno,MERGED,19,1069,367,26.4,3210,2,0,2
denoland/deno,MERGED,15,509,21,2.54,1347,2,0,1
denoland/deno,CLOSED,2,51,1,215.38,619,3,1,2
denoland/deno,MERGED,7,135,371,19.2,0,2,0,1
denoland/deno,MERGED,28,2275,786,37.58,66,2,1,6
denoland/deno,MERGED,4,24,1,2.87,310,2,1,1
denoland/deno,MERGED,3,162,17,4.41,753,2,0,1
denoland/deno,MERGED,2,18,1,1.11,577,2,0,1
denoland/deno,CLOSED,10,223,127,78.62,2904,3,3,1
denoland/deno,MERGED,4,5,5,34.86,225,2,0,1
denoland/deno,MERGED,2,0,44,8.01,306,2,0,1
denoland/deno,MERGED,12,1351,169,108.09,2194,3,5,11
denoland/deno,MERGED,1,30,6,65.45,1886,2,0,1
denoland/deno,MERGED,11,118,10,77.49,0,2,0,1
denoland/deno,MERGED,64,294,277,2.22,305,2,0,1
denoland/deno,MERGED,1,4,2,84.68,401,3,1,1
denoland/deno,MERGED,2,70,165,10.02,908,2,0,1
denoland/deno,MERGED,6,58,9,1.04,1348,1,0,1
denoland/deno,MERGED,6,979,239,11.36,1335,3,1,1
denoland/deno,MERGED,2,29,0,17.76,503,2,0,2
denoland/deno,MERGED,8,1159,83,19.72,3639,3,3,2
denoland/deno,MERGED,1,4,1,19.14,563,2,0,1
denoland/deno,MERGED,2,16,21,158.45,633,4,6,3
denoland/deno,MERGED,64,353,277,1.53,305,2,0,1
denoland/deno,CLOSED,1,55,0,552.42,2301,3,16,4
denoland/deno,MERGED,3,124,5,2.78,1408,2,0,1
denoland/deno,MERGED,3,231,3,3.45,765,1,0,1
denoland/deno,MERGED,3,49,70,15.84,60,2,0,1
ggml-org/llama.cpp,MERGED,1,1,1,2.22,627,2,0,1
ggml-org/llama.cpp,MERGED,3,45,32,3.19,548,3,1,2
ggml-org/llama.cpp,MERGED,1,0,1,1.56,507,3,0,2
ggml-org/llama.cpp,MERGED,1,20,20,1.79,505,3,0,2
ggml-org/llama.cpp,MERGED,2,8,8,16.71,635,3,0,2
ggml-org/llama.cpp,MERGED,1,13,1,3.46,540,3,0,2
ggml-org/llama.cpp,MERGED,1,5,5,2.06,440,4,0,3
ggml-org/llama.cpp,MERGED,1,6,5,6.94,808,4,0,9
ggml-org/llama.cpp,MERGED,19,669,243,19.81,2163,4,2,3
ggml-org/llama.cpp,MERGED,1,1,0,17.0,3161,4,6,5
ggml-org/llama.cpp,MERGED,3,30,7,24.77,1618,4,2,3
ggml-org/llama.cpp,MERGED,1,2,6,25.73,535,3,1,2
ggml-org/llama.cpp,MERGED,3,268,19,8.8,1056,3,0,8
ggml-org/llama.cpp,MERGED,1,1,1,9.78,2609,3,0,2
ggml-org/llama.cpp,MERGED,4,95,0,13.18,1218,3,0,3
ggml-org/llama.cpp,MERGED,1,6,1,16.86,1344,3,4,1
ggml-org/llama.cpp,MERGED,1,2,0,18.12,353,3,0,2
ggml-org/llama.cpp,MERGED,1,1,1,20.64,265,2,0,1
ggml-org/llama.cpp,MERGED,4,7,8,8.2,670,3,1,2
ggml-org/llama.cpp,MERGED,2,112,10,18.32,984,2,0,1
ggml-org/llama.cpp,MERGED,4,1977,2,25.64,507,5,2,3
ggml-org/llama.cpp,MERGED,6,145,0,18.54,838,3,1,3
ggml-org/llama.cpp,MERGED,6,250,0,16.76,213,3,0,2
ggml-org/llama.cpp,MERGED,1,2,0,16.5,846,3,0,2
ggml-org/llama.cpp,MERGED,1,1,1,11.07,787,4,0,3
ggml-org/llama.cpp,MERGED,2,8,1,16.99,329,4,1,2
ggml-org/llama.cpp,MERGED,2,63,29,5.67,3155,3,0,2
ggml-org/llama.cpp,CLOSED,5,33,21,76.14,2541,3,13,2
ggml-org/llama.cpp,MERGED,19,1123,980,16.79,1100,3,2,5
ggml-org/llama.cpp,CLOSED,6,569,46,1.91,2879,2,2,1
ggml-org/llama.cpp,MERGED,1,1,0,29.39,1419,2,2,1
ggml-org/llama.cpp,MERGED,4,0,34,5.09,554,3,1,1
ggml-org/llama.cpp,MERGED,1,5,15,1.6,3196,3,0,2
ggml-org/llama.cpp,MERGED,3,23,2,14.37,694,4,12,3
ggml-org/llama.cpp,MERGED,1,1,1,83.44,2532,5,5,3
ggml-org/llama.cpp,MERGED,3,179,557,34.43,1101,3,1,2
ggml-org/llama.cpp,MERGED,1,38,4,22.19,944,4,3,8
ggml-org/llama.cpp,MERGED,6,70,10,71.63,1842,3,2,2
ggml-org/llama.cpp,MERGED,7,93,92,20.42,935,2,0,1
ggml-org/llama.cpp,MERGED,1,93,93,29.32,519,4,1,4
ggml-org/llama.cpp,MERGED,1,92,7,93.06,1686,3,0,6
ggml-org/llama.cpp,MERGED,1,13,5,15.35,2941,3,0,1
ggml-org/llama.cpp,MERGED,5,22,17,20.95,757,3,0,4
ggml-org/llama.cpp,MERGED,55,104,117,7.56,428,4,0,3
ggml-org/llama.cpp,MERGED,5,247,139,115.64,757,6,14,24
ggml-org/llama.cpp,MERGED,1,1,1,1.0,360,3,0,2
ggml-org/llama.cpp,MERGED,2,9,9,29.02,711,3,0,2
ggml-org/llama.cpp,MERGED,1,39,1,12.59,462,3,2,2
ggml-org/llama.cpp,MERGED,4,112,395,50.29,19884,3,1,2
ggml-org/llama.cpp,MERGED,1,10,12,105.12,7777,3,0,5
ggml-org/llama.cpp,MERGED,1,160,147,46.47,1439,4,3,10
ggml-org/llama.cpp,CLOSED,1,5,3,119.4,929,3,3,1
ggml-org/llama.cpp,MERGED,13,336,27,120.96,1652,4,6,12
ggml-org/llama.cpp,MERGED,1,12,12,69.08,2304,5,6,3
ggml-org/llama.cpp,CLOSED,20,430,24,69.38,1922,3,5,1
ggml-org/llama.cpp,MERGED,2,2,0,42.87,721,3,1,2
ggml-org/llama.cpp,MERGED,2,7,1,4.88,437,3,0,2
ggml-org/llama.cpp,MERGED,1,1,1,8.18,26,4,1,2
ggml-org/llama.cpp,MERGED,1,5,0,34.8,639,3,0,2
ggml-org/llama.cpp,MERGED,1,3,113,5.0,630,5,1,3
ggml-org/llama.cpp,MERGED,1,1,1,108.64,1404,3,2,8
ggml-org/llama.cpp,MERGED,1,5,5,40.35,470,3,0,2
ggml-org/llama.cpp,MERGED,5,43,14,162.79,2761,3,3,7
ggml-org/llama.cpp,MERGED,4,782,742,65.78,287,2,1,1
ggml-org/llama.cpp,CLOSED,7,186,64,170.22,1532,3,2,5
ggml-org/llama.cpp,MERGED,3,349,18,156.97,1984,3,2,14
ggml-org/llama.cpp,CLOSED,1,9,2,4.92,715,2,0,1
ggml-org/llama.cpp,MERGED,2,10,5,13.31,552,4,2,3
ggml-org/llama.cpp,MERGED,7,335,2,192.56,2880,4,2,4
ggml-org/llama.cpp,MERGED,105,149,148,16.16,533,3,1,3
ggml-org/llama.cpp,MERGED,7,139,128,20.8,1748,3,1,5
ggml-org/llama.cpp,MERGED,1,2,0,12.85,768,3,0,1
ggml-org/llama.cpp,MERGED,3,317,0,153.15,569,4,8,7
ggml-org/llama.cpp,MERGED,5,17,11,4.88,1113,3,3,3
ggml-org/llama.cpp,MERGED,2,72,1,1.58,845,3,1,2
ggml-org/llama.cpp,MERGED,9,3072,856,24.46,3002,3,1,2
ggml-org/llama.cpp,MERGED,21,818,539,151.61,816,5,1,2
ggml-org/llama.cpp,MERGED,1,99,262,46.78,844,3,2,2
ggml-org/llama.cpp,MERGED,58,184,108,50.34,1086,6,8,2
ggml-org/llama.cpp,MERGED,1,0,6,98.89,918,4,5,2
ggml-org/llama.cpp,MERGED,3,218,0,200.82,1916,6,13,6
ggml-org/llama.cpp,MERGED,1,0,1,113.66,828,3,0,2
ggml-org/llama.cpp,MERGED,2,18,10,21.95,710,5,9,2
ggml-org/llama.cpp,MERGED,1,1,1,187.72,625,4,1,2
ggml-org/llama.cpp,MERGED,1,2,1,19.38,313,3,0,2
ggml-org/llama.cpp,CLOSED,0,0,0,155.81,2423,11,34,45
ggml-org/llama.cpp,MERGED,6,314,14,21.03,514,3,2,2
ggml-org/llama.cpp,MERGED,4,119,47,26.24,791,4,4,10
ggml-org/llama.cpp,MERGED,1,1,1,3.91,698,2,0,1
ggml-org/llama.cpp,MERGED,1,348,451,57.48,1425,3,1,1
ggml-org/llama.cpp,MERGED,9,223,192,41.72,972,4,3,2
ggml-org/llama.cpp,MERGED,1,2,2,13.01,1870,4,6,2
ggml-org/llama.cpp,MERGED,6,48,65,17.56,816,3,0,2
ggml-org/llama.cpp,MERGED,9,194,38,16.27,2095,8,14,3
ggml-org/llama.cpp,MERGED,2,10,0,5.43,599,3,0,2
ggml-org/llama.cpp,MERGED,5,49,17,24.81,1362,3,2,2
ggml-org/llama.cpp,CLOSED,2,11,0,2.48,427,5,3,1
ggml-org/llama.cpp,MERGED,1,1,1,8.8,779,3,4,2
ggml-org/llama.cpp,CLOSED,3,70,0,90.44,936,2,1,1
ggml-org/llama.cpp,MERGED,2,16,1,7.27,948,3,0,2
tauri-apps/tauri,MERGED,2,7,0,5.62,1218,2,6,4
tauri-apps/tauri,MERGED,1,4,4,3.33,13688,1,1,1
tauri-apps/tauri,MERGED,2,41,28,13.16,721,2,2,1
tauri-apps/tauri,MERGED,2,21,0,19.78,1077,2,3,9
tauri-apps/tauri,MERGED,2,10,9,1.51,17,3,1,1
tauri-apps/tauri,MERGED,6,13,11,12.35,941,2,1,2
tauri-apps/tauri,CLOSED,1,1,1,49.55,316,4,1,2
tauri-apps/tauri,CLOSED,1,1,1,49.56,308,4,0,1
tauri-apps/tauri,MERGED,3,9,3,91.75,0,2,1,1
tauri-apps/tauri,MERGED,2,43,10,1.03,941,2,1,2
tauri-apps/tauri,MERGED,1,5,5,2.64,5555,1,1,1
tauri-apps/tauri,MERGED,2,207,165,10.78,12672,1,1,1
tauri-apps/tauri,MERGED,3,34,16,418.82,6127,1,1,1
tauri-apps/tauri,MERGED,8,94,2,67.42,1117,2,5,15
tauri-apps/tauri,MERGED,4,54,53,1.88,332,2,2,2
tauri-apps/tauri,MERGED,2,26,19,382.07,57,3,3,20
tauri-apps/tauri,MERGED,6,523,31,4.4,241,2,1,1
tauri-apps/tauri,MERGED,3,113,113,539.32,2095,1,3,1
tauri-apps/tauri,MERGED,2,116,116,4.33,2051,1,1,1
tauri-apps/tauri,MERGED,2,116,116,8.28,5761,1,2,1
tauri-apps/tauri,MERGED,1,9,9,7.86,7923,1,1,1
tauri-apps/tauri,MERGED,4,59,82,43.3,292,3,5,2
tauri-apps/tauri,MERGED,2,50,50,12.7,0,2,3,1
tauri-apps/tauri,MERGED,6,111,64,29.48,112,2,4,10
tauri-apps/tauri,MERGED,1,31,37,6.1,941,2,1,1
tauri-apps/tauri,MERGED,4,40,24,12.72,941,2,1,1
tauri-apps/tauri,MERGED,1,7,16,11.07,119,2,1,3
tauri-apps/tauri,MERGED,14,167,105,12.45,962,2,1,3
tauri-apps/tauri,MERGED,3,536,196,14.43,3572,2,6,1
tauri-apps/tauri,MERGED,2,6,1,2.32,211,2,2,2
tauri-apps/tauri,MERGED,1,3,3,2.35,793,2,2,1
tauri-apps/tauri,MERGED,4,12,8,830.46,1092,2,1,1
tauri-apps/tauri,MERGED,2,68,17,21.41,991,3,1,1
tauri-apps/tauri,MERGED,3,7,13,8.01,984,2,2,1
tauri-apps/tauri,CLOSED,1,2,1,121.49,180,2,0,1
tauri-apps/tauri,MERGED,4,23,27,129.96,230,4,1,8
tauri-apps/tauri,MERGED,2,9,0,11.65,1008,2,1,1
tauri-apps/tauri,MERGED,7,1292,1603,2.71,1168,2,5,1
tauri-apps/tauri,MERGED,4,98,83,2.49,1299,2,9,1
tauri-apps/tauri,MERGED,2,17,17,13.29,10097,1,2,1
tauri-apps/tauri,MERGED,1,11,0,143.12,1250,4,6,7
tauri-apps/tauri,MERGED,2,116,116,78.0,2007,1,1,1
tauri-apps/tauri,MERGED,3,4,4,35.04,962,2,3,4
tauri-apps/tauri,CLOSED,2,13,4,151.34,962,3,3,2
tauri-apps/tauri,MERGED,1,1,0,473.37,378,2,2,1
tauri-apps/tauri,MERGED,2,116,116,37.73,4549,1,2,1
tauri-apps/tauri,MERGED,2,30,3,18.55,154,2,3,1
tauri-apps/tauri,CLOSED,12,39,0,1.85,945,4,0,1
tauri-apps/tauri,MERGED,2,77,57,1.44,10874,1,2,1
tauri-apps/tauri,MERGED,7,13,85,3.84,819,2,2,1
tauri-apps/tauri,MERGED,25,526,98,871.7,229,4,42,19
tauri-apps/tauri,MERGED,5,36,19,711.41,1609,2,9,9
tauri-apps/tauri,MERGED,2,13,4,30.75,828,2,7,1
tauri-apps/tauri,MERGED,2,2,2,43.14,962,2,5,1
tauri-apps/tauri,MERGED,7,54,26,10.33,0,2,2,1
tauri-apps/tauri,MERGED,14,233,48,1.93,962,2,1,1
tauri-apps/tauri,MERGED,6,121,0,1187.86,2814,3,3,4
tauri-apps/tauri,MERGED,2,203,291,252.45,57997,1,4,1
tauri-apps/tauri,MERGED,5,20,14,921.62,2755,2,4,1
tauri-apps/tauri,MERGED,2,47,20,24.1,174,2,2,1
tauri-apps/tauri,MERGED,3,118,50,30.56,941,2,1,1
tauri-apps/tauri,MERGED,2,11,0,1085.77,370,3,5,3
tauri-apps/tauri,MERGED,1,12,12,231.9,13177,1,1,1
tauri-apps/tauri,MERGED,33,153,90,646.27,3122,1,0,1
tauri-apps/tauri,MERGED,2,42,31,17.2,941,2,1,2
tauri-apps/tauri,MERGED,1,5,5,17.64,10881,1,1,1
tauri-apps/tauri,MERGED,2,10,13,4.55,0,2,1,1
tauri-apps/tauri,MERGED,2,16,2,24.63,2094,3,2,1
tauri-apps/tauri,MERGED,2,116,116,76.77,3048,1,1,1
tauri-apps/tauri,MERGED,5,61,74,1254.28,1125,2,1,1
tauri-apps/tauri,MERGED,1,12,14,35.28,0,4,7,4
tauri-apps/tauri,CLOSED,6,16,10,119.86,0,2,0,1
tauri-apps/tauri,MERGED,2,42,39,801.13,941,3,1,8
tauri-apps/tauri,MERGED,17,25,67,11.12,15,3,4,2
tauri-apps/tauri,MERGED,4,4,20,11.76,15,2,1,1
tauri-apps/tauri,MERGED,11,106,131,39.76,51,3,4,9
tauri-apps/tauri,MERGED,5,11,10,18.75,670,2,3,1
tauri-apps/tauri,MERGED,2,11,2,7.23,941,2,1,1
tauri-apps/tauri,MERGED,3,33,0,11.38,559,3,2,3
tauri-apps/tauri,MERGED,2,116,116,171.48,4474,1,2,1
tauri-apps/tauri,MERGED,2,8,3,27.75,310,2,4,1
tauri-apps/tauri,MERGED,2,575,266,13.87,9392,1,2,1
tauri-apps/tauri,CLOSED,1,15,10,123.68,1239,4,3,2
tauri-apps/tauri,MERGED,1,5,3,10.26,12,2,1,1
tauri-apps/tauri,MERGED,10,102,11,1615.17,1356,2,2,9
tauri-apps/tauri,MERGED,6,10,15,9.12,1048,2,1,1
tauri-apps/tauri,MERGED,8,57,67,10.3,961,3,1,3
tauri-apps/tauri,MERGED,2,8,3,1.27,941,2,1,1
tauri-apps/tauri,MERGED,6,6,6,2.87,101,3,2,1
tauri-apps/tauri,MERGED,2,16,8,74.82,87,2,2,1
tauri-apps/tauri,MERGED,4,15,6,47.65,215,2,1,4
tauri-apps/tauri,MERGED,3,70,20,2.81,956,2,1,1
tauri-apps/tauri,MERGED,3,88,57,283.86,1136,2,3,6
tauri-apps/tauri,MERGED,2,131,104,166.01,1967,1,1,1
tauri-apps/tauri,MERGED,2,6,6,254.36,4279,1,2,1
tauri-apps/tauri,MERGED,2,6,6,257.93,1339,1,2,1
tauri-apps/tauri,MERGED,3,13,113,119.65,1221,2,3,1
tauri-apps/tauri,MERGED,4,48,155,5.65,1176,2,1,1
tauri-apps/tauri,MERGED,2,251,56,10.43,16526,2,6,1
tauri-apps/tauri,MERGED,9,153,3,2656.14,581,2,1,4
fatedier/frp,CLOSED,6,207,26,371.23,1180,1,2,1
fatedier/frp,MERGED,5,67,83,236.95,6730,2,1,1
fatedier/frp,MERGED,12,885,35,53.5,1168,3,2,7
fatedier/frp,CLOSED,7,161,19,1053.0,2357,2,4,2
fatedier/frp,MERGED,2,91,7,8.47,1106,2,1,2
fatedier/frp,MERGED,2,44,5,9.77,554,2,1,6
fatedier/frp,MERGED,37,225,192,2.07,729,2,1,5
fatedier/frp,MERGED,12,720,436,4.64,667,2,1,3
fatedier/frp,MERGED,2,6,11,6.45,129,2,1,1
fatedier/frp,MERGED,37,152,152,5.07,428,3,3,4
fatedier/frp,MERGED,11,74,177,1.37,752,2,0,1
fatedier/frp,MERGED,3,49,69,1.9,1133,2,0,4
fatedier/frp,MERGED,6,13,0,1.44,932,2,0,2
fatedier/frp,MERGED,2,131,14,660.73,1729,3,4,2
fatedier/frp,MERGED,10,179,20,168.56,802,2,1,6
fatedier/frp,MERGED,1,1,1,11.98,330,2,2,1
fatedier/frp,MERGED,1,2,2,46.32,77,2,0,1
fatedier/frp,MERGED,6,108,8,58.26,22,2,0,1
fatedier/frp,MERGED,1,17,7,72.26,348,3,0,5
fatedier/frp,CLOSED,1,2,5,15.22,40,2,0,1
fatedier/frp,CLOSED,7,643,17,1192.1,2334,4,3,10
fatedier/frp,MERGED,1,4,0,11.06,68,3,0,2
fatedier/frp,MERGED,20,832,23,2.45,23,2,0,2
fatedier/frp,MERGED,1,1,1,2.81,69,2,0,1
fatedier/frp,MERGED,2,2,2,84.91,125,2,0,1
fatedier/frp,MERGED,1,35,9,3.81,4157,3,0,2
fatedier/frp,MERGED,2,24,1,54.02,570,2,0,1
fatedier/frp,MERGED,1,7,6,17.43,243,3,3,4
fatedier/frp,MERGED,2,3,3,9.72,51,3,0,2
fatedier/frp,MERGED,19,77,77,112.96,112,3,0,2
fatedier/frp,CLOSED,1,51,23,380.18,66,3,3,1
fatedier/frp,CLOSED,1,2,1,426.1,518,3,2,1
fatedier/frp,MERGED,1,4,2,2.13,59,3,0,2
fatedier/frp,MERGED,2,54,60,19.9,57,3,0,8
fatedier/frp,MERGED,3,28,28,47.47,292,3,0,2
fatedier/frp,CLOSED,1,12,10,927.88,172,2,1,1
fatedier/frp,MERGED,1,2,0,20.73,0,2,0,1
fatedier/frp,MERGED,3,85,9,93.11,529,2,5,2
fatedier/frp,CLOSED,4,7,6,732.62,104,2,1,7
fatedier/frp,MERGED,1,1,1,92.07,40,2,0,1
fatedier/frp,CLOSED,1,1,1,706.83,76,2,1,1
fatedier/frp,MERGED,1,1,1,11.51,40,2,0,1
fatedier/frp,MERGED,1,1,1,1.63,513,2,0,1
fatedier/frp,CLOSED,1,0,1,6.24,40,2,0,1
fatedier/frp,MERGED,4,22,2,20.52,57,2,2,3
fatedier/frp,MERGED,1,1,1,26.5,253,2,0,1
fatedier/frp,MERGED,1,2,2,30.3,86,2,0,1
fatedier/frp,MERGED,1,3,0,72.65,143,3,3,1
fatedier/frp,MERGED,1,2,0,42.24,159,2,0,1
fatedier/frp,MERGED,39,2063,2997,14.38,10,2,0,1
fatedier/frp,MERGED,7,23,9,15.52,0,2,0,1
fatedier/frp,MERGED,3,17,19,3.74,96,2,0,5
fatedier/frp,MERGED,3,211,0,28.31,0,2,0,1
fatedier/frp,MERGED,4,300,18,1.97,496,2,0,1
fatedier/frp,MERGED,19,32,32,115.58,444,2,0,1
fatedier/frp,MERGED,11,119,47,19.76,943,2,0,1
fatedier/frp,MERGED,11,690,529,65.08,452,2,0,1
fatedier/frp,MERGED,2,12,12,1.79,413,2,3,1
fatedier/frp,CLOSED,5,63,40,1071.06,721,4,8,6
fatedier/frp,CLOSED,3,42,5,945.39,811,4,12,2
fatedier/frp,MERGED,8,909,10,765.39,0,2,0,3
fatedier/frp,MERGED,5,28,9,1.7,6,2,0,1
fatedier/frp,MERGED,41,566,1363,13.62,0,2,0,1
fatedier/frp,MERGED,10,116,42,13.12,146,2,0,1
fatedier/frp,MERGED,4,4,2,47.63,1175,2,1,1
fatedier/frp,MERGED,17,355,176,19.02,9039,2,0,1
fatedier/frp,MERGED,16,230,68,12.9,7737,3,4,1
fatedier/frp,MERGED,44,3284,1678,48.8,0,2,0,1
fatedier/frp,MERGED,1,1,1,23.31,65,2,0,1
fatedier/frp,CLOSED,1,6,1,1840.79,512,4,4,3
fatedier/frp,MERGED,27,284,41,323.86,79,3,13,11
fatedier/frp,MERGED,1,2,2,149.01,0,2,0,1
fatedier/frp,MERGED,1,1,1,16.61,565,2,0,1
fatedier/frp,MERGED,1,5,0,16.04,10,2,0,1
fatedier/frp,MERGED,3,12,9,7.16,0,2,0,1
fatedier/frp,MERGED,12,76,37,93.55,0,2,0,1
fatedier/frp,MERGED,1,1,1,766.72,157,2,5,3
fatedier/frp,MERGED,2,11,1,2.21,0,3,0,1
fatedier/frp,MERGED,12,328,189,161.92,0,2,0,1
fatedier/frp,MERGED,1,12,1,224.69,115,2,6,1
fatedier/frp,MERGED,2,2,2,1.49,48,2,0,1
fatedier/frp,MERGED,1,4,0,1.18,308,2,0,1
fatedier/frp,MERGED,5,93,28,251.78,326,2,10,14
fatedier/frp,MERGED,4,19,16,20.89,0,2,0,1
fatedier/frp,MERGED,22,605,282,391.66,0,2,1,3
fatedier/frp,CLOSED,2,2,2,949.71,72,2,1,3
fatedier/frp,MERGED,1,6,0,5.17,1936,2,0,2
fatedier/frp,MERGED,5,66,32,11.52,0,2,1,3
fatedier/frp,CLOSED,2,2,2,916.37,307,2,1,1
fatedier/frp,MERGED,1,28,15,50.31,43,3,0,3
fatedier/frp,CLOSED,9,29,13,1224.7,53,3,2,1
fatedier/frp,MERGED,1,2,1,16.21,281,3,3,2
fatedier/frp,MERGED,7,145,2,143.0,844,3,6,5
fatedier/frp,MERGED,2,28,15,14.37,9,2,0,1
fatedier/frp,MERGED,3,28,8,329.82,84,4,4,1
fatedier/frp,MERGED,9,18,5,24.65,9,2,2,3
fatedier/frp,CLOSED,1,3,0,371.14,358,3,4,1
fatedier/frp,MERGED,4,14,0,50.84,43,3,0,1
fatedier/frp,MERGED,9,114,195,28.02,0,2,0,1
fatedier/frp,MERGED,11,228,146,19.59,249,2,0,2
goldbergyoni/nodebestpractices,MERGED,1,2,4,2782.39,19,3,3,2
goldbergyoni/nodebestpractices,MERGED,1,1,1,12635.18,89,3,7,6
goldbergyoni/nodebestpractices,MERGED,1,7,7,153.82,9,3,4,1
goldbergyoni/nodebestpractices,MERGED,2,10,7,498.47,75,2,1,1
goldbergyoni/nodebestpractices,MERGED,1,1925,0,51.46,175,2,0,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,24.02,13,3,0,1
goldbergyoni/nodebestpractices,MERGED,1,16,16,126.55,0,3,0,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,16.33,26,3,0,1
goldbergyoni/nodebestpractices,MERGED,2,5,4,38.31,34,2,0,1
goldbergyoni/nodebestpractices,MERGED,1,2,1,2456.32,0,4,1,2
goldbergyoni/nodebestpractices,MERGED,13,420,243,21.69,44,3,1,5
goldbergyoni/nodebestpractices,CLOSED,1,31,3,193.28,0,2,0,1
goldbergyoni/nodebestpractices,CLOSED,1,15,3,193.47,0,2,0,1
goldbergyoni/nodebestpractices,MERGED,1,0,0,83.56,106,3,1,1
goldbergyoni/nodebestpractices,CLOSED,1,1,1,149.21,16,3,1,2
goldbergyoni/nodebestpractices,MERGED,10,2,1290,265.39,160,3,1,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,265.64,0,1,0,1
goldbergyoni/nodebestpractices,MERGED,1,2,2,172.57,55,3,4,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,36.96,0,2,0,3
goldbergyoni/nodebestpractices,MERGED,7,1163,1147,43.84,188,1,0,1
goldbergyoni/nodebestpractices,MERGED,2,2,2,33.09,0,3,2,1
goldbergyoni/nodebestpractices,MERGED,3,7,7,2212.03,0,3,2,2
goldbergyoni/nodebestpractices,MERGED,1,1,1,23.31,0,3,1,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,814.94,0,3,0,3
goldbergyoni/nodebestpractices,MERGED,9,9,9,347.49,102,3,3,1
goldbergyoni/nodebestpractices,MERGED,1,2,2,863.59,166,2,1,1
goldbergyoni/nodebestpractices,CLOSED,7,1505,1477,1663.2,192,2,4,2
goldbergyoni/nodebestpractices,MERGED,12,89,121,18.28,17990,5,2,1
goldbergyoni/nodebestpractices,MERGED,7,1503,1476,921.02,185,1,0,1
goldbergyoni/nodebestpractices,CLOSED,1,1,4,1064.57,198,3,1,1
goldbergyoni/nodebestpractices,CLOSED,1,1,1,1067.15,187,3,1,1
goldbergyoni/nodebestpractices,MERGED,2,1,1,22.27,114,3,2,1
goldbergyoni/nodebestpractices,CLOSED,4,122,122,13324.91,68,5,1,3
goldbergyoni/nodebestpractices,MERGED,1,0,1,11.11,342,2,0,1
goldbergyoni/nodebestpractices,MERGED,7,27,0,11.32,185,2,3,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,2856.14,0,1,0,2
goldbergyoni/nodebestpractices,MERGED,1,78,29,344.81,0,3,4,1
goldbergyoni/nodebestpractices,MERGED,2,31,0,200.07,24,2,0,5
goldbergyoni/nodebestpractices,MERGED,1,3,2,8.4,91,2,2,1
goldbergyoni/nodebestpractices,MERGED,7,16,0,249.99,188,2,1,2
goldbergyoni/nodebestpractices,MERGED,1,1,1,250.21,0,1,0,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,19.57,0,3,1,1
goldbergyoni/nodebestpractices,MERGED,54,3,15,612.44,0,4,4,1
goldbergyoni/nodebestpractices,CLOSED,1,4,3,860.93,41,2,0,4
goldbergyoni/nodebestpractices,MERGED,7,15,0,233.03,178,1,0,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,233.08,0,2,0,1
goldbergyoni/nodebestpractices,MERGED,8,10,10,11.47,33,3,2,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,268.69,0,3,1,1
goldbergyoni/nodebestpractices,CLOSED,9,302,302,6.98,495,2,1,1
goldbergyoni/nodebestpractices,MERGED,7,1167,956,456.08,184,1,0,1
goldbergyoni/nodebestpractices,MERGED,1,1,1,19.54,24,3,6,2
goldbergyoni/nodebestpractices,MERGED,1,1,1,16.19,0,2,0,1
goldbergyoni/nodebestpractices,MERGED,4,85,12,40.47,202,2,2,1
goldbergyoni/nodebestpractices,MERGED,1,1,3,4.8,0,2,0,1
goldbergyoni/nodebestpractices,MERGED,2,10,0,2.16,181,1,0,1
goldbergyoni/nodebestpractices,MERGED,1,3,3,3.47,110,2,3,1
